1,2,0.64844,0.22408,0.050781,0.11719,0.59766,0.20717,0.042921,2.6326,0.70809,0.0046834,0.6112,2.6279,0.81921,0.6711,6.375,4.2614,1.375,4.375,5,1.334,1.7795,7.4137,-3.5758,-19.397,-0.94706,26.811,9.0105,81.189,11.116,-1.0366,-10.34,-0.60519,21.456,6.6242,43.88,8.9416,-4.1955,-18.116,-8.9456,27.057,10.463,109.47,-0.90454,-10.989,-21.125,-10.885,20.22,6.7399,45.426,5.5595,-9.7955,-18.454,-11.743,24.014,7.4808,55.962,1.2991,-7.4605,-16.308,-6.2034,17.607,6.4187,41.2,10.903,1.2917,-6.6416,1.3683,17.544,5.5157,30.423,2.6192,-5.894,-11.308,-7.0741,13.927,4.3348,18.791,4.8008,0.60843,-3.1919,0.29568,7.9927,2.3977,5.749,1.0806,-2.509,-5.4455,-2.1449,6.5261,1.8924,3.5813,3.2559,-0.58271,-2.2579,-1.2139,5.5137,1.6395,2.688,0.78596,-0.15102,-1.0247,0.0259,1.8107,0.62649,0.39249,13.458,-2.9738,-22.012,-1.7458,35.47,13.511,182.53,10.309,1.7154,-17.554,7.3224,27.863,10.262,105.31,23.533,4.3201,-8.2673,-2.1289,31.801,11.767,138.47,14.86,0.57707,-16.099,-1.5456,30.959,10.552,111.34,15.287,4.014,-15.364,5.3195,30.651,10.143,102.87,14.574,0.74899,-8.3748,-3.6068,22.949,9.2333,85.253,15.154,0.33619,-9.5437,-1.2009,24.698,7.8847,62.169,10.511,0.71918,-11.943,0.51737,22.454,6.5361,42.721,3.6205,-0.44638,-4.4089,-0.50285,8.0294,3.0102,9.061,2.9401,0.0082914,-4.9815,1.3237,7.9216,2.7764,7.7084,2.9645,-0.035587,-3.6488,0.19033,6.6132,2.1428,4.5915,1.0542,-0.070768,-1.743,-0.10599,2.7972,0.91333,0.83417
1,2,0.64844,0.30664,0.09375,0.23633,0.55469,0.22313,0.049787,0.66864,0.18444,0.019121,0.041093,0.64952,0.24289,0.058997,6.625,4.25,1.625,4.6875,5,1.661,2.7589,1.9981,-5.1983,-9.8787,-6.3785,11.877,4.5406,20.617,12.524,6.3637,1.1917,5.8026,11.333,3.7169,13.815,-2.5287,-5.1006,-8.134,-4.8684,5.6053,2.1402,4.5803,5.5901,-10.918,-28.666,-11.238,34.256,13.543,183.4,4.9927,-0.11773,-5.2681,-0.48094,10.261,4.0513,16.413,3.7602,-7.6831,-19.991,-8.7806,23.751,9.7305,94.683,-2.0651,-5.391,-9.252,-5.4497,7.1869,2.485,6.1755,2.6534,0.8107,-2.4601,1.117,5.1135,1.5549,2.4176,-0.843,-3.6712,-6.234,-3.9903,5.391,1.8268,3.337,0.73292,-1.5854,-4.0616,-1.7379,4.7945,1.4748,2.1751,0.082056,-1.719,-3.8757,-1.6245,3.9577,1.3834,1.9138,-0.20469,-0.74567,-1.5459,-0.55297,1.3412,0.53219,0.28322,19.396,0.59209,-10.592,-1.7138,29.988,10.748,115.53,2.9863,-2.0203,-7.0557,-1.7843,10.042,3.5443,12.562,4.3836,-2.5231,-12.521,-1.6629,16.904,5.8254,33.935,27.579,8.3205,-16.406,9.8383,43.985,15.377,236.44,8.2928,-1.4948,-12.428,-1.948,20.721,8.1996,67.233,17.243,4.7269,-13.67,5.6323,30.913,11.437,130.8,5.1882,0.28732,-7.6186,2.5959,12.807,5.1279,26.296,5.0975,1.4079,-0.6392,0.78458,5.7367,2.0184,4.074,5.5388,-0.54511,-4.5399,-1.7766,10.079,3.4997,12.248,3.1453,0.84359,-2.1207,0.89098,5.266,1.7577,3.0894,1.957,-0.41298,-4.0305,0.55485,5.9876,2.3253,5.4071,0.95614,-0.044481,-1.3761,0.019578,2.3322,0.92406,0.85389
1,2,0.64453,0.27969,0.13281,0.22461,0.51172,0.16245,0.026392,1.2004,0.33793,0.0071594,0.095963,1.1932,0.44506,0.19807,8.25,3.475,1.5,3.0625,6.75,1.8331,3.3604,-1.0931,-9.6991,-15.198,-10.713,14.105,5.2709,27.782,11.622,-8.968,-15.801,-12.336,27.423,8.6406,74.66,3.2633,-6.8937,-21.402,-2.8102,24.666,10.37,107.53,0.65196,-4.8329,-13.286,-3.4931,13.938,5.4943,30.187,4.1446,-3.3415,-8.4244,-4.6742,12.569,4.8078,23.115,-0.83202,-6.2299,-11.391,-5.3774,10.559,3.8894,15.127,0.69606,-7.3658,-13.788,-8.2785,14.484,4.8563,23.584,4.2118,-3.4548,-8.3754,-4.0352,12.587,4.6979,22.07,3.2223,-0.49014,-3.1293,-1.1052,6.3517,2.1406,4.582,8.2935,2.1037,-3.5831,0.4596,11.877,3.9618,15.696,5.9108,2.2808,-0.092332,1.9967,6.0032,1.9923,3.9691,1.9611,1.1844,0.55141,1.1127,1.4097,0.46044,0.212,6.5332,-2.3378,-8.3804,-3.102,14.914,5.1059,26.07,1.3947,-7.7615,-22.661,-5.0585,24.056,8.3932,70.446,21.756,4.4804,-13.041,3.4699,34.797,11.91,141.85,11.004,1.2254,-12.654,1.4044,23.658,8.1039,65.674,10.141,2.5792,-3.6498,1.4442,13.791,4.8514,23.536,6.7694,-0.2526,-8.9331,1.2728,15.702,5.5413,30.706,8.1639,-2.5738,-18.139,-1.3798,26.303,8.5925,73.832,-0.28228,-3.4717,-8.1206,-3.4159,7.8383,2.7688,7.6665,2.3125,-0.84872,-4.9788,-0.4509,7.2914,2.0126,4.0506,6.3344,-2.11,-6.9159,-3.4255,13.25,4.3028,18.514,6.4057,0.063424,-3.4901,-1.5971,9.8958,3.7349,13.949,1.152,0.0098855,-0.89212,-0.22784,2.0441,0.77267,0.59701
1,2,0.097656,0.068704,0.050781,0.066406,0.046875,0.01296,0.00016796,0.27958,0.15658,0.014449,0.1944,0.26513,0.094029,0.0088414,5.25,4.7206,3.625,5,1.625,0.57202,0.32721,2.2117,-1.3517,-6.3722,-0.65487,8.5839,2.5286,6.3936,22.025,17.504,12.937,18.317,9.0872,2.676,7.1608,-6.0982,-10.006,-12.46,-10.12,6.3619,1.7878,3.1962,-0.55691,-7.9407,-12.257,-9.771,11.7,4.1459,17.189,-1.9874,-6.6995,-14.527,-5.164,12.54,3.8677,14.959,-8.9866,-17.916,-24.998,-18.243,16.012,5.5322,30.605,1.0094,-5.9438,-18.49,-6.4466,19.5,5.8218,33.893,-5.8365,-10.288,-14.068,-11.416,8.2318,2.7973,7.825,1.225,-1.6495,-6.7633,-0.80992,7.9884,2.0431,4.1741,2.8055,-2.6594,-7.2749,-4.0327,10.08,3.6866,13.591,3.2789,-0.81394,-3.3578,-1.4238,6.6368,2.2098,4.8832,1.4964,0.099558,-0.92669,-0.42306,2.4231,0.89891,0.80803,3.4606,-0.31721,-5.8508,0.029664,9.3114,2.9084,8.4588,3.0447,-0.50466,-6.0437,0.18962,9.0884,2.5583,6.5448,3.8221,0.063724,-2.9046,-0.17634,6.7267,1.7424,3.0358,7.1326,0.33641,-8.4861,0.39002,15.619,4.2526,18.084,6.0642,-0.64569,-10.292,-0.67261,16.356,5.0961,25.97,11.125,0.031649,-10.47,-0.80261,21.595,6.3788,40.69,8.7893,-0.6073,-15.206,-0.34646,23.995,7.004,49.056,5.0244,-0.52777,-6.0283,-0.87605,11.053,3.6416,13.262,3.7302,-0.020153,-5.1141,-0.31881,8.8443,2.6341,6.9386,6.9251,0.4531,-4.2513,-0.30895,11.176,3.7431,14.011,3.7221,0.43394,-3.4067,-0.080415,7.1287,1.9897,3.9591,1.5493,0.30105,-0.56944,0.14792,2.1188,0.66071,0.43654
1,2,0.15234,0.078683,0.058594,0.066406,0.09375,0.03287,0.0010805,0.20937,0.099837,0.023864,0.065345,0.18551,0.073585,0.0054147,5.25,4.4464,3.75,4.375,1.5,0.60749,0.36905,0.30084,-2.1752,-5.4274,-1.9633,5.7282,1.8044,3.2559,18.178,12.747,4.5138,11.898,13.664,4.795,22.992,-9.0543,-10.306,-11.08,-10.297,2.026,0.74441,0.55415,-0.17427,-14.308,-22.022,-16.081,21.848,7.7624,60.255,0.44913,-2.1514,-9.3285,-1.2397,9.7776,3.3182,11.01,-1.8186,-10.351,-22.015,-6.6359,20.196,7.5028,56.292,1.3287,-3.7727,-9.1502,-2.8221,10.479,3.9256,15.41,3.0514,-3.9035,-12.286,-2.7492,15.337,5.2607,27.675,1.0512,-1.5792,-3.5858,-1.8212,4.6369,1.7523,3.0705,-0.16323,-2.2085,-4.6411,-2.3531,4.4779,1.3587,1.846,1.7188,-0.66187,-3.7161,-0.9269,5.435,1.8079,3.2685,0.86976,-0.42922,-1.1021,-0.53034,1.9719,0.64245,0.41275,4.4569,0.30222,-2.1023,-0.77217,6.5592,2.2825,5.2097,1.6106,-3.7474,-10.388,-4.115,11.999,4.366,19.062,12.827,2.6142,-2.3135,0.6745,15.14,5.0322,25.323,11.278,-5.1315,-16.436,-6.6459,27.714,9.7829,95.706,6.9246,1.2485,-4.8241,1.1439,11.749,3.9353,15.487,16.764,5.3048,-5.4601,6.3559,22.225,8.0978,65.575,6.241,4.8817,1.4997,5.4054,4.7413,1.6914,2.8607,8.7156,5.2653,-0.46111,6.0665,9.1767,3.3,10.89,3.0841,1.322,-0.43998,0.95255,3.5241,1.2276,1.5069,4.8758,-0.060195,-3.2641,-1.5733,8.14,3.3722,11.372,4.2497,0.18413,-3.5544,-0.24624,7.8041,2.7358,7.4848,0.42094,-0.53095,-1.9582,0.11437,2.3791,1.0729,1.151
1,2,0.61328,0.20419,0.046875,0.10938,0.56641,0.20072,0.040287,0.3499,0.15051,0.00075822,0.14226,0.34914,0.1292,0.016692,6.875,4.6364,1.375,5.125,5.5,1.6379,2.6827,6.6128,-0.60333,-5.3849,-1.9315,11.998,4.2904,18.408,21.539,14.702,9.8134,14.176,11.726,3.6314,13.187,-1.8592,-9.6149,-13.984,-10.767,12.125,3.9842,15.874,-8.7523,-13.023,-18.06,-13.501,9.3074,3.1539,9.9469,11.394,-0.24741,-7.9843,-4.2016,19.378,7.0185,49.259,-2.5945,-16.595,-23.808,-19.266,21.214,6.9078,47.718,6.5406,1.3706,-3.3463,1.1162,9.8869,2.8015,7.8485,1.367,-7.857,-12.999,-10.09,14.366,5.0551,25.554,1.861,-0.067226,-2.1544,0.12163,4.0154,1.5993,2.5579,2.3794,-1.984,-5.4351,-1.7826,7.8145,2.3034,5.3057,0.28876,-1.5515,-2.6403,-1.7149,2.9291,0.88094,0.77605,0.049079,-0.75683,-1.6885,-0.74666,1.7376,0.4582,0.20995,9.7579,2.2959,-11.06,5.0133,20.818,7.4949,56.173,5.4049,-1.8219,-10.438,-1.132,15.843,5.4802,30.033,9.4858,2.491,-5.3793,2.6498,14.865,4.5775,20.954,5.1656,-0.012563,-15.137,1.6766,20.302,6.3079,39.79,11.139,2.9391,-11.742,5.3383,22.881,6.9171,47.846,14.495,2.6558,-11.134,1.9536,25.629,8.4812,71.932,4.846,1.414,-2.2474,1.6929,7.0934,2.8383,8.0557,11.209,2.2851,-9.3667,1.5808,20.576,6.1894,38.308,3.8894,-0.11662,-4.3054,-0.022314,8.1948,2.4262,5.8867,4.5762,0.54685,-4.2972,0.9522,8.8734,2.6138,6.8317,1.4317,-0.40923,-2.7407,-0.019641,4.1724,1.504,2.2621,0.93123,-0.1538,-0.89145,-0.31926,1.8227,0.58048,0.33695
1,2,0.34375,0.14102,0.0625,0.10547,0.28125,0.090008,0.0081015,2.2294,0.59857,0.066748,0.31114,2.1627,0.63427,0.4023,21.625,6.025,3.875,4.125,17.75,4.5523,20.723,12.759,3.3029,-9.2076,4.0956,21.967,6.2058,38.512,5.1114,-9.3356,-19.882,-13.643,24.994,9.7289,94.651,11.452,-7.0584,-24.967,-5.2523,36.42,11.691,136.68,8.857,-0.46216,-9.1883,-1.6972,18.045,5.4939,30.183,-4.64,-11.728,-20.005,-11.988,15.365,3.7211,13.847,-2.0219,-10.247,-22.313,-9.7851,20.291,6.7288,45.277,3.6742,-4.5115,-12.545,-4.0468,16.219,4.6299,21.436,-2.038,-8.5846,-17.29,-7.9291,15.252,3.5583,12.661,3.936,-1.3312,-7.3018,-0.64596,11.238,3.4059,11.6,1.4954,-2.8461,-8.0182,-2.9214,9.5136,2.5185,6.3427,2.1948,0.57578,-1.2863,0.4168,3.4811,0.92727,0.85982,1.5717,0.055846,-0.95441,0.030881,2.5262,0.78142,0.61061,11.357,-2.0315,-9.8492,-3.1304,21.206,5.3964,29.121,19.479,-0.68979,-23.239,0.77315,42.718,12.307,151.46,26.479,1.1698,-32.924,3.4741,59.403,16.075,258.41,9.9927,1.457,-12.51,2.4306,22.503,6.7388,45.411,15.392,-0.1004,-11.386,0.50214,26.778,6.9638,48.495,15.564,0.48714,-15.007,1.1732,30.571,7.9069,62.518,12.805,-0.10397,-13.315,-1.3306,26.12,6.3984,40.939,9.2237,-0.23736,-10.635,-0.29723,19.859,5.039,25.392,8.6062,0.22997,-7.0856,-1.2537,15.692,4.9605,24.606,4.9784,-0.21711,-4.407,-0.97228,9.3854,3.0966,9.589,1.5867,-0.18685,-1.8782,-0.16888,3.4649,1.026,1.0528,2.1351,0.12647,-0.91903,0.0066093,3.0541,0.91988,0.84618
1,2,0.625,0.19141,0.054688,0.125,0.57031,0.18748,0.035149,0.51763,0.19014,0.0043875,0.10477,0.51324,0.2015,0.040602,4.75,3.4444,1.625,3.375,3.125,0.82706,0.68403,3.5699,-2.5075,-7.2004,-4.7232,10.77,3.9543,15.637,4.8728,-6.4517,-16.721,-8.1919,21.594,7.7668,60.322,3.592,-2.1805,-9.0147,-0.77341,12.607,4.6768,21.873,5.9641,-2.3582,-12.776,-2.0802,18.74,8.0397,64.637,4.7755,-7.7188,-24.011,-7.0638,28.787,9.4343,89.007,0.22928,-6.2148,-11.283,-6.2272,11.512,3.585,12.852,-4.3976,-9.4381,-13.628,-10.329,9.2307,2.9703,8.8228,-2.3197,-5.7688,-8.4855,-6.1881,6.1658,2.1628,4.6775,5.0319,-0.33616,-5.2126,-0.75909,10.244,3.889,15.125,3.1546,1.2215,0.13923,1.1064,3.0154,0.88849,0.78941,5.6226,2.2692,-1.8595,2.457,7.4821,2.4387,5.9471,2.1587,1.1928,0.25891,1.2346,1.8998,0.69401,0.48164,8.4075,2.5505,-4.9427,1.0369,13.35,4.8263,23.293,13.541,1.0037,-25.867,6.4388,39.409,14.131,199.69,10.296,2.2192,-7.57,5.0107,17.866,6.5514,42.921,15.899,5.9942,-2.2498,5.4173,18.149,6.8865,47.424,19.878,-3.5648,-19.992,-4.688,39.871,15.746,247.95,5.2246,2.288,-6.3408,3.3202,11.565,3.6275,13.158,7.3158,0.46619,-11.786,2.1468,19.101,6.0244,36.294,4.505,-0.3319,-4.4893,0.81466,8.9943,3.1669,10.03,5.8807,-1.2913,-8.7573,0.47009,14.638,5.2873,27.956,4.0411,0.32254,-3.6656,0.83684,7.7067,2.386,5.6929,5.8396,-0.84358,-3.8402,-2.8292,9.6798,3.4133,11.65,2.0851,-0.18619,-1.2017,-0.91684,3.2869,1.3244,1.754
1,2,0.26172,0.15918,0.046875,0.19531,0.21484,0.089874,0.0080773,0.26876,0.12631,0.037353,0.10874,0.23141,0.079574,0.006332,5.875,5.4375,5,5.5,0.875,0.35981,0.12946,4.832,-1.0275,-4.4962,-1.5697,9.3282,2.9379,8.6315,-8.2403,-16.003,-19.528,-17.087,11.287,3.4684,12.03,3.0797,-0.34243,-5.252,0.03992,8.3317,2.5568,6.5371,0.67227,-4.2278,-11.661,-3.0842,12.333,4.3207,18.668,-6.6558,-8.0238,-9.6269,-8.002,2.9711,1.096,1.2012,-1.393,-3.8349,-7.6131,-3.2165,6.2201,2.2931,5.2583,2.2148,-3.0163,-10.694,-1.4684,12.909,5.2831,27.911,-7.1046,-9.5049,-11.345,-9.5961,4.2408,1.1683,1.3649,0.4014,-1.4349,-3.1311,-1.4307,3.5325,1.2738,1.6226,-2.1853,-5.2451,-9.2939,-5.0849,7.1086,2.3024,5.3011,0.62545,-0.19355,-1.1064,-0.009101,1.7319,0.64591,0.4172,0.1139,-0.45403,-1.3322,-0.38078,1.4461,0.45941,0.21106,4.3787,-3.0635,-12.048,-2.3614,16.427,5.8823,34.602,1.2105,-6.6104,-22.848,-2.9018,24.059,8.9336,79.81,4.5447,1.5566,-3.9115,2.3155,8.4561,2.6475,7.0095,9.0103,4.9572,-0.343,4.6878,9.3533,3.1426,9.8757,1.0939,-1.5322,-6.188,-0.7028,7.2818,2.6196,6.8625,9.135,0.16703,-4.7498,-1.2276,13.885,4.6019,21.177,10.997,5.1148,-3.1574,7.003,14.155,5.1377,26.396,4.5861,1.1647,-1.6939,0.56992,6.28,2.1508,4.6258,3.7836,-0.057302,-3.2444,-0.41374,7.028,2.5244,6.3728,4.3878,1.7369,-0.99779,2.2436,5.3856,1.8073,3.2662,3.8809,0.75948,-1.1182,0.36144,4.9991,1.5152,2.2958,0.77321,0.39879,0.071229,0.40622,0.70198,0.24402,0.059547
1,2,0.28125,0.064248,0.050781,0.054688,0.23047,0.040521,0.0016419,1.0314,0.25901,0.0023108,0.18311,1.0291,0.25884,0.067,4.875,4.5493,2.375,4.6875,2.5,0.43742,0.19133,9.825,4.5813,-2.1809,5.3594,12.006,3.112,9.6848,18.047,9.2109,-2.8301,9.3449,20.877,5.5699,31.024,1.0435,-10.722,-24.485,-9.2255,25.529,7.5711,57.321,0.10101,-10.648,-23.635,-11.379,23.736,4.9758,24.758,4.2146,-10.676,-22.966,-11.094,27.181,5.1659,26.687,5.5423,-14.003,-23.004,-15.003,28.546,6.3457,40.268,1.6767,-9.0532,-17.512,-7.7197,19.189,5.543,30.725,0.034824,-12.623,-20.177,-12.763,20.212,4.7243,22.319,4.1212,-2.0953,-7.4215,-2.3701,11.543,2.8673,8.2213,2.7395,-2.3087,-6.4781,-2.3358,9.2176,2.1033,4.4239,1.7867,-1.9671,-4.5375,-2.2485,6.3242,1.3761,1.8936,0.66355,-0.31123,-1.4932,-0.26333,2.1568,0.5622,0.31607,5.8443,0.28497,-7.4512,-0.0054265,13.296,3.5188,12.382,13.517,0.50037,-8.0423,0.64912,21.56,4.7642,22.697,14.674,0.55631,-13.72,0.95452,28.394,6.8988,47.593,11.868,0.7205,-18.668,0.32102,30.536,6.3458,40.269,14.878,1.3202,-20.209,1.6216,35.087,6.2422,38.965,18.498,0.28188,-17.492,0.0043972,35.99,6.9454,48.238,17.589,0.3409,-13.02,0.87643,30.609,6.829,46.635,12.268,0.24814,-15.476,0.55193,27.744,6.3304,40.074,7.0853,-0.21462,-7.5934,0.14156,14.679,3.4855,12.149,8.4612,-0.0355,-6.9343,0.24975,15.396,3.0378,9.228,2.5623,0.061757,-5.0979,0.4243,7.6602,1.667,2.7788,1.4169,-0.02726,-1.7597,0.017805,3.1766,0.79424,0.63081
