4,1,0.21045,0.066406,0.16406,0.42969,0.17298,0.029922,0.3507,0.13344,0.00067238,0.086216,0.35002,0.13229,0.0175,8.875,6.2031,1.625,7,7.25,2.6575,7.0622,0.34018,-6.0986,-18.767,-2.6109,19.107,7.293,53.188,4.8114,1.7618,-1.8542,1.8958,6.6656,1.8592,3.4568,10.665,3.9855,-2.9005,3.5209,13.566,4.9634,24.635,1.1857,-6.4906,-16.735,-3.7206,17.921,7.2576,52.673,0.82769,-6.4773,-10.329,-7.2846,11.157,3.6112,13.041,-0.64753,-10.219,-17.759,-11.738,17.111,5.9433,35.323,3.5459,2.156,0.060966,2.1159,3.4849,1.0848,1.1767,3.5472,-1.3848,-9.0699,-0.92948,12.617,4.1402,17.141,2.9419,1.5109,0.68193,1.501,2.26,0.75189,0.56534,0.55681,-1.7152,-3.7053,-1.7766,4.2621,1.5023,2.2569,0.88696,-0.15209,-2.475,-0.0016364,3.3619,1.0531,1.1091,-0.037331,-0.63599,-1.6443,-0.3231,1.607,0.69118,0.47774,14.365,-3.0602,-20.7,-3.6017,35.065,14.425,208.09,5.1869,1.4199,-2.2128,1.1435,7.3997,2.951,8.7083,12.628,1.1977,-8.33,-0.11539,20.958,7.1772,51.513,15.997,2.9582,-9.8125,0.64791,25.809,9.1648,83.994,14.393,-0.23865,-7.8186,-2.4663,22.211,8.0731,65.176,16.664,4.2963,-7.1489,5.9914,23.813,9.6241,92.623,1.984,-0.22796,-4.0376,0.15455,6.0216,1.8997,3.6088,10.26,1.6557,-5.7665,1.5269,16.027,5.6525,31.951,0.5409,-1.0022,-3.8962,-0.03363,4.4371,1.8604,3.4611,2.7036,1.1472,-0.90018,1.8563,3.6038,1.371,1.8796,0.60189,-0.9024,-2.2289,-1.0162,2.8308,0.94513,0.89326,1.4684,0.40837,-0.79439,0.36393,2.2628,0.77652
4,1,0.20187,0.019531,0.13672,0.73438,0.18299,0.033486,10.777,2.0828,0.00093787,0.83381,10.776,3.1343,9.8241,9.125,5.7768,1.375,5.625,7.75,2.3404,5.4773,-1.8461,-7.8392,-13.637,-7.5904,11.791,3.4731,12.063,15.498,1.408,-19.099,5.6903,34.597,11.59,134.32,10.874,-0.24862,-13.643,1.6128,24.518,7.6432,58.419,3.6108,-11.739,-24.142,-16.229,27.753,8.8629,78.55,4.0031,-4.8284,-12.983,-4.7085,16.986,4.6833,21.933,-0.38804,-7.1528,-15.653,-7.5195,15.265,4.0858,16.694,3.5541,-6.7752,-18.785,-6.0077,22.34,6.7086,45.005,4.2863,-2.7379,-8.6738,-2.5106,12.96,3.893,15.156,2.7091,-0.63901,-5.7627,0.2288,8.4718,2.2898,5.243,2.4691,-1.9441,-5.5847,-1.8122,8.0538,2.3169,5.3679,1.4561,-0.51942,-2.825,-0.45586,4.2811,1.0511,1.1048,0.23157,-0.56528,-1.3715,-0.51926,1.603,0.43696,0.19094,9.6719,0.94403,-7.3091,0.97966,16.981,3.8025,14.459,28.028,-0.25013,-22.34,-2.7976,50.368,11.64,135.49,13.384,1.1332,-6.8486,0.32974,20.232,5.4417,29.612,19.613,0.2203,-18.068,-1.3518,37.681,10.173,103.49,12.537,0.80068,-10.146,0.026305,22.682,5.6988,32.476,12.107,0.26536,-13.222,0.20584,25.329,5.7443,32.997,11.825,0.49927,-9.9802,1.4025,21.805,5.9788,35.746,8.5088,0.51302,-7.5206,0.40849,16.029,4.0579,16.467,5.5828,0.34032,-3.6479,0.2745,9.2307,2.094,4.3846,5.6903,0.04871,-4.2487,-0.7575,9.939,2.4314,5.9117,2.3499,-0.06547,-3.0632,0.0074928,5.4131,1.3847,1.9173,0.72074,-0.043376,-0.87814,-0.1472,1.5989,0.47414
4,1,0.15625,0.054688,0.1543,0.26563,0.070372,0.0049522,13.073,3.0606,0.00024325,0.73492,13.073,4.4524,19.824,7.625,5.4792,1.375,5.4375,6.25,1.5962,2.5478,0.73103,-9.697,-18.256,-10.107,18.988,4.978,24.78,18.814,7.9317,-4.1926,6.5696,23.007,7.1288,50.82,4.5965,0.93501,-7.5577,1.3605,12.154,3.5284,12.45,2.5212,-14.434,-26.818,-16.605,29.339,10.434,108.87,4.1394,-4.1151,-11.037,-6.0398,15.176,5.2696,27.768,-6.5836,-14.239,-19.286,-15.72,12.702,4.2992,18.483,-0.099767,-3.6984,-7.5506,-3.982,7.4509,2.3531,5.5371,-0.9654,-5.8629,-10.514,-6.4519,9.5485,2.9156,8.5008,9.2655,4.5323,0.10488,3.9199,9.1607,2.9783,8.8703,1.0993,-4.7749,-7.3255,-5.5355,8.4248,2.4747,6.1242,2.9528,0.36439,-1.3903,-0.40477,4.3432,1.4667,2.1513,-0.25045,-1.0579,-1.6294,-1.1302,1.3789,0.49095,0.24104,8.7652,-3.1595,-15.968,-2.7783,24.734,7.1647,51.333,6.9274,-4.6801,-13.259,-5.2691,20.187,6.914,47.803,3.31,-3.3137,-11.118,-2.7091,14.428,4.2767,18.29,23.074,1.6345,-18.252,1.6488,41.326,14.489,209.95,10.193,0.37349,-9.654,0.038284,19.847,6.8254,46.585,8.8342,1.2852,-13.509,1.2663,22.343,6.2452,39.002,4.6866,1.067,-5.2987,1.4258,9.9853,2.8421,8.0777,6.2953,1.0323,-5.7843,1.4865,12.08,3.4987,12.241,5.1986,-0.24641,-8.4142,0.62909,13.613,4.2835,18.349,6.5788,1.4528,-4.014,1.4795,10.593,3.7125,13.783,1.9857,-0.46191,-3.3423,0.080685,5.3279,1.7672,3.1232,0.90796,0.21982,-0.75336,0.55581,1.6613,0.65945
4,1,0.35677,0.09375,0.33984,0.57422,0.20656,0.042667,11.571,3.5039,0.39676,0.88697,11.174,4.4523,19.823,4.125,3.4167,1.625,3.625,2.5,0.76035,0.57812,-5.2,-11.52,-16.019,-11.129,10.819,3.3273,11.071,14.284,2.3797,-2.2034,0.70839,16.488,5.0146,25.147,4.5599,0.49311,-8.1976,1.9314,12.758,3.7993,14.435,-7.2344,-19.77,-26.158,-22.794,18.923,6.317,39.905,-6.6631,-12.561,-15.11,-13.218,8.4467,2.6694,7.1256,-2.3314,-8.9406,-16.483,-5.299,14.152,6.2021,38.466,-5.696,-13.801,-15.928,-14.94,10.232,3.2016,10.25,2.8542,-3.6172,-7.1187,-4.4489,9.9729,3.3361,11.129,7.6499,3.1623,-0.51689,3.0636,8.1668,2.6013,6.7666,0.53824,-1.932,-5.2315,-1.8375,5.7697,2.1183,4.4872,3.7559,1.9473,0.23472,2.1262,3.5212,1.2131,1.4716,0.71196,-0.0026832,-0.87573,-0.24189,1.5877,0.59714,0.35657,8.3044,4.2016,-2.4857,4.2094,10.79,3.6915,13.627,12.934,3.3688,-2.6031,2.0983,15.537,5.0286,25.287,9.2957,4.7871,1.4069,4.1921,7.8888,2.8431,8.0832,20.699,-1.8284,-18.288,-2.0251,38.987,13.958,194.82,12.133,-1.168,-10.865,-0.98052,22.998,7.67,58.829,13.127,2.8799,-11.016,1.9772,24.143,8.106,65.707,16.273,-0.91945,-15.061,0.44964,31.334,10.048,100.96,6.5785,2.5772,-1.3288,2.6722,7.9073,2.8991,8.4049,4.7949,1.6693,-2.5317,1.7973,7.3266,1.9821,3.9288,2.186,-1.404,-4.8675,-0.80193,7.0535,2.1878,4.7864,4.0084,0.68063,-2.1433,0.90504,6.1516,2.2112,4.8893,0.46148,-0.25013,-1.4183,0.21305,1.8797,0.73834
4,1,0.18965,0.0078125,0.16602,0.46484,0.10442,0.010904,8.9707,1.8263,8.83e-05,0.82804,8.9706,2.3277,5.4181,8.25,5.9406,1.375,6.375,6.875,1.836,3.371,7.441,-5.1151,-15.915,-6.8523,23.356,6.4459,41.55,11.441,-7.9793,-20.512,-8.1558,31.953,8.0597,64.958,6.117,-7.771,-23.744,-6.4628,29.861,7.0352,49.494,5.5392,-3.6873,-11.707,-3.1594,17.246,4.7074,22.16,14.635,0.70309,-13.19,2.493,27.825,7.9971,63.954,6.1867,-10.291,-23.487,-10.084,29.673,7.3646,54.238,6.3384,-1.7822,-8.2996,-1.4864,14.638,3.6216,13.116,-2.0875,-7.6277,-15.272,-7.1279,13.185,3.0785,9.4774,6.5716,-0.10976,-4.9696,-0.42221,11.541,3.2037,10.264,-0.0096663,-2.9934,-6.5659,-2.9275,6.5563,1.6583,2.7498,1.604,-1.1083,-3.8462,-1.3175,5.4502,1.3759,1.893,0.27843,-0.55058,-1.4309,-0.47296,1.7094,0.48079,0.23116,11.6,-0.90158,-12.042,-0.40305,23.642,5.9281,35.142,23.433,0.45679,-22.184,1.4808,45.617,10.615,112.67,20.908,0.95511,-16.922,0.95072,37.83,9.4831,89.929,8.5412,0.57083,-10.268,1.5767,18.81,5.1199,26.214,16.072,-0.12562,-11.091,-0.63617,27.164,6.3264,40.024,20.387,0.63529,-11.418,0.43436,31.805,7.9813,63.701,9.5545,-0.40903,-8.9846,-0.066762,18.539,4.7759,22.81,5.5199,0.21841,-10.266,0.59496,15.786,3.0911,9.5546,7.5148,-0.21238,-6.9253,0.22769,14.44,3.2767,10.737,5.1523,0.074881,-4.9401,0.13765,10.092,2.28,5.1983,3.4427,-0.061215,-5.0582,0.034196,8.5009,1.9811,3.9248,1.0477,0.028302,-0.89144,0.090294,1.9391,0.47516
4,1,0.14472,0.0625,0.085938,0.43359,0.12668,0.016047,2.576,0.71336,0.00061915,0.52264,2.5754,0.75681,0.57276,7.25,5.8333,1.375,6.5,5.875,1.7104,2.9255,3.2808,-3.3468,-10.023,-3.4626,13.304,3.8345,14.704,17.286,3.4932,-14.661,3.4502,31.947,8.6945,75.594,7.0419,-1.2252,-6.7853,-0.76336,13.827,3.7108,13.77,-0.18725,-11.692,-20.04,-10.722,19.853,5.4896,30.136,2.9696,-7.4676,-17.756,-7.9795,20.725,6.1307,37.585,3.8668,-8.6494,-15.257,-9.8107,19.124,5.0134,25.135,5.3064,-7.2777,-18.995,-8.5016,24.301,7.431,55.22,1.4124,-5.1435,-8.7778,-5.7691,10.19,2.2684,5.1458,12.697,0.59677,-4.9534,-0.9629,17.65,4.0427,16.343,0.7725,-3.0452,-6.7521,-3.1563,7.5246,2.5531,6.5182,3.9489,-0.97859,-2.831,-1.0849,6.7799,1.6529,2.7321,-0.31863,-0.83812,-1.4471,-0.74474,1.1285,0.32975,0.10873,11.073,0.1671,-11.383,0.12796,22.456,5.8669,34.42,9.6522,-1.5896,-14.266,-0.81468,23.918,7.6884,59.112,10.559,1.5397,-7.5309,1.4027,18.09,5.3211,28.314,7.8057,-1.6843,-17.17,0.4804,24.976,7.744,59.969,16.023,1.3988,-13.574,2.244,29.597,7.9968,63.948,15.028,-0.58801,-10.933,-0.53926,25.961,6.4158,41.162,12.615,0.77658,-12.766,-0.75901,25.381,8.1988,67.22,5.6142,-0.87775,-8.2701,-0.36633,13.884,3.4603,11.974,9.6101,0.72349,-4.4845,-1.0088,14.095,4.1049,16.851,2.9289,-0.66481,-6.9265,0.74868,9.8555,3.203,10.26,5.4657,0.25801,-2.6376,0.39717,8.1033,2.1486,4.6165,0.71745,-0.08515,-1.289,-0.11396,2.0065,0.50235
4,1,0.19784,0.054688,0.15039,0.44141,0.12364,0.015287,5.6517,1.305,0.00062349,0.62412,5.6511,1.5978,2.553,9.75,5.3824,1.375,5.5,8.375,1.3696,1.8759,-1.9547,-8.1352,-16.634,-8.0402,14.679,4.0486,16.391,18.293,5.7319,-12.754,7.8324,31.048,8.4278,71.028,9.4397,-1.119,-10.623,-2.7392,20.063,5.3988,29.147,1.4469,-13.65,-29.777,-12.654,31.224,7.715,59.521,13.97,-4.5044,-16.295,-5.6981,30.266,6.2054,38.507,-2.5003,-9.9459,-18.658,-9.756,16.158,3.8536,14.85,4.6876,-6.4095,-18.387,-6.9653,23.075,5.5402,30.693,-0.69557,-5.9108,-16.917,-5.2283,16.222,3.4115,11.638,7.023,1.1889,-3.7308,0.03809,10.754,3.3264,11.065,-0.60726,-4.8224,-8.1593,-5.0916,7.5521,2.064,4.26,1.7717,-0.44205,-2.2643,-0.50965,4.036,1.0555,1.114,0.058973,-0.92625,-1.7188,-0.87999,1.7778,0.42061,0.17692,11.122,0.37993,-7.8298,1.0539,18.952,4.8405,23.43,11.829,1.2137,-10.862,1.2397,22.69,6.5562,42.984,12.755,-0.16945,-11.956,-0.32672,24.712,6.3394,40.188,16.742,0.14932,-19.608,1.716,36.349,10.562,111.55,11.388,-0.6007,-16.389,-0.20703,27.777,6.5506,42.911,10.037,0.056488,-8.2159,-0.089334,18.253,4.3766,19.154,8.3545,-0.24042,-9.8671,0.69147,18.222,5.5419,30.713,9.0245,0.83165,-10.946,1.5155,19.971,3.9482,15.588,5.1482,-0.14476,-6.5214,0.20883,11.67,3.1817,10.123,4.1203,0.36941,-6.3096,0.6994,10.43,2.5403,6.4529,2.9862,0.15353,-2.877,0.014079,5.8632,1.5691,2.462,1.0778,0.040884,-0.70445,-0.023615,1.7822,0.47716
4,1,0.16107,0.054688,0.14063,0.40234,0.075676,0.0057268,17.587,3.3293,0.019564,1.5123,17.568,4.4592,19.884,8.75,5.5505,1.375,6,7.375,1.8465,3.4094,8.1431,-3.1896,-13.449,-3.5331,21.592,6.5924,43.46,11.798,-3.0912,-16.451,-2.636,28.249,7.3057,53.373,5.2001,-14.402,-31.372,-14.623,36.572,9.9996,99.993,7.3369,-6.0517,-21.676,-5.6438,29.012,8.1395,66.251,12.296,-2.8514,-19.716,-0.16309,32.013,8.1917,67.104,6.7491,-8.7599,-20.476,-9.7258,27.225,7.2669,52.807,12.347,-0.96181,-17.098,0.10367,29.444,7.2736,52.905,3.4078,-5.2499,-12.388,-5.1391,15.796,4.0376,16.302,8.3927,0.30903,-6.7,0.027357,15.093,2.9325,8.5998,0.82009,-2.7994,-7.0781,-2.4583,7.8982,1.8565,3.4465,1.1784,-0.99839,-3.1782,-1.0668,4.3567,1.0916,1.1915,0.63236,-0.26936,-1.2258,-0.22227,1.8581,0.45323,0.20542,12.522,-1.1632,-16.361,-1.3603,28.882,7.3123,53.469,11.188,-0.20165,-17.871,0.2825,29.059,7.2714,52.873,15.208,1.4046,-9.44,1.3358,24.648,6.8177,46.481,20.033,0.92311,-20.446,1.4823,40.478,10.793,116.48,18.887,-0.36938,-14.198,-1.2459,33.085,8.0438,64.703,21.062,0.88243,-21.678,-0.24076,42.74,9.794,95.923,19.013,-0.53766,-19.308,-1.0096,38.321,8.9576,80.239,11.628,-0.075446,-10.101,-0.94309,21.729,5.4204,29.38,8.0633,-0.18046,-8.1714,-0.53,16.235,3.7655,14.179,5.45,-0.075756,-4.9072,-0.33189,10.357,2.5535,6.5203,2.4498,-0.088375,-2.8345,-0.05316,5.2844,1.1985,1.4364,1.2705,0.033944,-1.1709,0.0068099,2.4414,0.67882
4,1,0.13064,0.03125,0.097656,0.21875,0.098029,0.0096096,0.50312,0.19396,0.0024327,0.12707,0.50069,0.17746,0.031493,9.75,8.4861,7.875,8.25,1.875,0.65683,0.43142,7.5433,1.2968,-5.1703,0.9061,12.714,4.306,18.542,7.5318,1.7453,-5.8958,4.1179,13.428,5.2308,27.361,8.7792,-1.5714,-17.395,0.29398,26.174,10.247,105,6.4204,-0.066831,-4.5803,-0.013465,11.001,3.1788,10.104,6.08,-1.7308,-10.585,-1.7555,16.665,5.6295,31.691,1.148,-6.1206,-12.014,-7.0546,13.162,4.2908,18.411,3.5693,-2.0068,-6.6679,-3.6802,10.237,3.9316,15.458,2.7031,-2.6107,-7.8994,-2.052,10.602,3.5637,12.7,5.4288,2.2355,-3.2081,2.1026,8.6369,2.5591,6.5491,1.1724,-1.9708,-4.1258,-2.3908,5.2982,1.7246,2.9744,0.20319,-0.82743,-1.4682,-0.90435,1.6714,0.49042,0.24052,0.67848,-0.19742,-0.83047,-0.44695,1.509,0.59486,0.35385,11.422,0.9717,-8.9843,0.85158,20.406,7.5305,56.709,11.258,5.2229,-3.0786,7.2648,14.337,4.9442,24.445,19.194,7.209,-4.7972,7.3599,23.991,8.1648,66.664,6.1944,0.51808,-4.5824,0.88114,10.777,3.6632,13.419,11.089,2.8909,-8.1895,3.9618,19.279,6.3552,40.388,8.7136,3.4111,-2.7419,3.9743,11.456,3.52,12.391,5.6995,-0.24684,-10.131,1.9419,15.831,6.0446,36.537,6.7165,0.10321,-8.502,2.3732,15.218,5.5024,30.276,7.6391,1.1731,-4.7999,-0.1895,12.439,4.459,19.883,4.3614,-0.076366,-3.7083,-1.0483,8.0697,2.8197,7.9504,0.37891,-0.2389,-1.1634,-0.28167,1.5423,0.4635,0.21483,0.53368,-0.25234,-1.3638,-0.072315,1.8974,0.71177
4,1,0.14397,0.050781,0.125,0.38281,0.091287,0.0083333,0.52187,0.22774,0.0094286,0.16922,0.51245,0.17508,0.030652,8.25,6.9375,6,6.8125,2.25,0.67359,0.45373,3.2218,-1.4301,-9.4232,-0.54374,12.645,4.0562,16.453,14.202,-0.15817,-9.321,1.4522,23.523,6.491,42.134,9.4741,-4.3965,-13.671,-3.6733,23.145,6.8457,46.863,-0.022503,-8.2958,-17.853,-7.8524,17.83,6.2185,38.67,4.3967,-7.0629,-18.503,-4.792,22.9,6.8203,46.517,-6.747,-14.918,-25.926,-15.309,19.179,5.9381,35.261,7.6332,2.9268,0.43819,2.1836,7.195,2.3671,5.6032,4.1884,-5.7614,-15.187,-6.8432,19.376,6.1116,37.352,5.1047,1.8731,-1.7786,2.307,6.8833,2.406,5.7888,1.8431,-3.5236,-8.1849,-3.1038,10.028,2.8759,8.271,1.0678,-0.95057,-2.8813,-1.0345,3.9491,1.0385,1.0786,-0.29393,-0.84032,-1.7694,-0.8006,1.4755,0.44978,0.2023,8.7045,-0.27449,-16.601,0.91029,25.305,7.5962,57.702,16.445,1.1782,-13.258,1.4134,29.703,9.4786,89.844,13.089,0.15484,-21.35,0.5748,34.439,10.452,109.24,10.838,2.0678,-10.074,2.3025,20.912,5.7651,33.236,10.999,2.1327,-10.018,4.2086,21.018,6.5521,42.93,11.139,0.99293,-14.406,-0.011544,25.545,7.9866,63.785,5.8497,-0.18826,-5.739,-0.19314,11.589,3.4551,11.938,11.625,1.7844,-7.8748,1.8795,19.5,6.1471,37.787,6.1814,0.037819,-5.1972,-1.0289,11.379,2.9935,8.9612,7.6883,0.49106,-4.6547,-0.81529,12.343,3.9464,15.574,1.9172,0.29857,-1.8448,0.33294,3.762,1.1486,1.3192,1.2806,0.0045618,-0.75,-0.20274,2.0306,0.62096
